"Uid","Time(UTC)","Symbol","Side","Position Side","Price","Quantity","Amount","Fee","Realized Profit","Buyer","Maker","Trade Id","Order Id"
"26515667","2025-05-17 09:36:28","BCHUSDT","SELL","SHORT","394.37000000","1.57500000","621.13275000","-0.00043557 BNB","0E-8","false","false","1005953226","33384157761"
"26515667","2025-05-17 09:36:28","BCHUSDT","SELL","SHORT","394.37000000","1.01700000","401.07429000","-0.00028125 BNB","0E-8","false","false","1005953225","33384157761"
"26515667","2025-05-17 09:36:28","BCHUSDT","SELL","SHORT","394.37000000","0.05400000","21.29598000","-0.00001493 BNB","0E-8","false","false","1005953227","33384157761"
"26515667","2025-05-17 09:46:32","ETHUSDT","SELL","SHORT","2484.53000000","1.68500000","4186.43305000","-0.00117353 BNB","0E-8","false","true","5664728046","8389765891386553939"
"26515667","2025-05-17 18:50:11","ETHUSDT","BUY","SHORT","2470.39000000","0.01500000","37.05585000","-0.00002603 BNB","0.21210000","true","false","5666351781","8389765891566865946"
"26515667","2025-05-17 18:50:11","ETHUSDT","BUY","SHORT","2470.39000000","0.46800000","1156.14252000","-0.00081225 BNB","6.61752000","true","false","5666351779","8389765891566865946"
"26515667","2025-05-17 18:50:11","ETHUSDT","BUY","SHORT","2470.39000000","0.77400000","1912.08186000","-0.00134334 BNB","10.94436000","true","false","5666351782","8389765891566865946"
"26515667","2025-05-17 18:50:11","ETHUSDT","BUY","SHORT","2470.39000000","0.42800000","1057.32692000","-0.00074283 BNB","6.05192000","true","false","5666351780","8389765891566865946"
"26515667","2025-05-17 19:09:40","VETUSDT","SELL","SHORT","0.02753700","19007.00000000","523.39575900","-0.00014716 BNB","0E-8","false","true","483534277","20724291870"
"26515667","2025-05-17 19:09:45","VETUSDT","SELL","SHORT","0.02753700","9959.00000000","274.24098300","-0.00007710 BNB","0E-8","false","true","483534297","20724291870"
"26515667","2025-05-17 19:09:53","VETUSDT","SELL","SHORT","0.02753700","124319.00000000","3423.37230300","-0.00096250 BNB","0E-8","false","true","483534312","20724291870"
"26515667","2025-05-17 20:51:53","DOGEUSDC","SELL","SHORT","0.21600000","9543.00000000","2061.28800000","0.00000000 USDC","0E-8","false","true","75938146","3132949769"
"26515667","2025-05-17 20:54:22","ICPUSDT","SELL","SHORT","5.14300000","114.00000000","586.30200000","-0.00016460 BNB","0E-8","false","true","273155891","4984505095"
"26515667","2025-05-17 20:54:22","ICPUSDT","SELL","SHORT","5.14300000","137.00000000","704.59100000","-0.00019781 BNB","0E-8","false","true","273155892","4984505095"
"26515667","2025-05-17 20:54:22","ICPUSDT","SELL","SHORT","5.14300000","40.00000000","205.72000000","-0.00005775 BNB","0E-8","false","true","273155890","4984505095"
"26515667","2025-05-17 20:54:22","ICPUSDT","SELL","SHORT","5.14300000","230.00000000","1182.89000000","-0.00033210 BNB","0E-8","false","true","273155889","4984505095"
"26515667","2025-05-17 20:54:44","LINKUSDC","SELL","SHORT","15.40000000","293.68000000","4522.67200000","0.00000000 USDC","0E-8","false","true","28568667","1606215537"
"26515667","2025-05-19 00:35:07","EOSUSDT","SELL","SHORT","0.80500000","149.00000000","119.94500000","-0.00008312 BNB","0E-8","false","false","681663661","43060090379"
"26515667","2025-05-19 00:35:07","EOSUSDT","SELL","SHORT","0.80500000","4215.50000000","3393.47750000","-0.00235185 BNB","0E-8","false","false","681663662","43060090379"
"26515667","2025-05-19 00:36:20","LINKUSDC","SELL","SHORT","15.60600000","103.67000000","1617.87402000","0.00000000 USDC","0E-8","false","true","28700308","1613752432"
"26515667","2025-05-19 00:36:20","LINKUSDC","SELL","SHORT","15.60600000","59.84000000","933.86304000","0.00000000 USDC","0E-8","false","true","28700309","1613752432"
"26515667","2025-05-19 00:36:20","LINKUSDC","SELL","SHORT","15.60600000","35.88000000","559.94328000","0.00000000 USDC","0E-8","false","true","28700307","1613752432"
"26515667","2025-05-19 00:36:35","ICPUSDT","SELL","SHORT","5.25100000","4.00000000","21.00400000","-0.00001456 BNB","0E-8","false","false","273371276","4990102641"
"26515667","2025-05-19 00:36:35","ICPUSDT","SELL","SHORT","5.25100000","76.00000000","399.07600000","-0.00027673 BNB","0E-8","false","false","273371275","4990102641"
"26515667","2025-05-19 00:36:35","ICPUSDT","SELL","SHORT","5.25100000","71.00000000","372.82100000","-0.00025852 BNB","0E-8","false","false","273371273","4990102641"
"26515667","2025-05-19 00:36:35","ICPUSDT","SELL","SHORT","5.25100000","120.00000000","630.12000000","-0.00043694 BNB","0E-8","false","false","273371274","4990102641"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89550000","12.90000000","11.55195000","-0.00000801 BNB","0E-8","false","false","498508156","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","11.60000000","10.39012000","-0.00000720 BNB","0E-8","false","false","498508139","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89570000","50.10000000","44.87457000","-0.00003112 BNB","0E-8","false","false","498508138","15574235262"
"26515667","2025-05-19 00:38:44","THETAUSDT","SELL","SHORT","0.89560000","389.70000000","349.01532000","-0.00024210 BNB","0E-8","false","false","498508147","15574235262"
